,job_title,job_link,company_name,salary,job_location,job_requirements,job_classifiation,short_description,salary_ind
635,Payroll Data Analyst,/job/55291294?type=standout#searchRequestToken=f148f7a8-bbe9-4855-9602-9a4ad04cd627,Parker Bridge - Global Recruiter Winners 2018 - Best Marketing Campaign,"$80,000 - $90,000 P/A",Wellington,"['Technical and varied role within a complex payroll function!', 'permanent employment opportunity in the hutt valley!', 'Reduce your commute to work and start a new role in 2022!']",Accounting,Hutt Valley based organisation are on the lookout for an experienced Payroll Analyst for a permanent role with prospect for an immediate start!,60000-80000
636,Payroll Data Analyst,/job/55293449?type=standard#searchRequestToken=f148f7a8-bbe9-4855-9602-9a4ad04cd627,Kinetic Recruitment,$80k - $90k,Wellington,,Accounting,"Permanent, full time opportunity available for a talented individual located in Lower Hutt!",60000-80000
637,Student Systems and Reporting Analyst,/job/55294340?type=standout#searchRequestToken=f148f7a8-bbe9-4855-9602-9a4ad04cd627,Nelson Marlborough Institute of Technology,,Tasman,"['NZQA Category One tertiary education institute', 'Modern onsite facilities', 'Passionate and dedicated team']",Information & Communication Technology,Are you an experienced analyst with technical and business support skills looking for a new challenge?,60000-80000
640,Workforce Analyst,/job/55292331?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Auckland University Of Technology,,Auckland,"['Work with great technology & lead the central repository of information', 'Are you excited about the opportunity to build something from scratch', 'Full time, Permanent role in Auckland CBD']",Information & Communication Technology,Provide analytical capability to People & Culture and contribute to Strategy & Planning's community of practice in business intelligence.,60000-80000
642,Data Analyst,/job/55171076?type=standard#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Te Puna Hauora o te Raki Paewhenua,,Auckland,,Information & Communication Technology,"We are currently seeking a reliable, experienced & enthusiastic Data Analyst to join our Team working with Whanau in the  community.",60000-80000
643,MS Business Intelligence Engineer (Intermediate),/job/55260766?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Absolute IT Limited,NZD90000 - NZD100000 per annum,Auckland,"['Intermediate level paying up to $100k base', 'A vast learning, upskilling programme', 'Auckland City - Lots of Flexibility and WFH Options']",Information & Communication Technology,"A company with lots of projects and lots of time to upskill its staff to become the 'best of the best' in everything BI, Data and Cloud focussed.",60000-80000
644,Business Intelligence Developer,/job/55286180?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Babcock Pty Ltd,,Auckland,"['Defining and scoping solutions related to business requirements', 'Translating business needs into technical specifications', 'Designing, building and deploying BI solutions and business reports']",Information & Communication Technology,Creating and managing BI and analytics solutions across our organisation,60000-80000
647,Product Data Analyst,/job/55174888?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,TVNZ,,Auckland,"['Naturally curious about data and solving problems?', 'Passionate about improving products for consumers?', ""Work for one of New Zealand's best known and most well-loved businesses.""]",Information & Communication Technology,This is a unique and exciting opportunity to help develop the data product capability at TVNZ.,60000-80000
649,Principal Data Engineer,/job/55269399?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Air New Zealand,,Auckland,"['Data & Analytics team', 'Technical leader of the Data Platform', 'Experience working with complex large-scale data platforms']",Information & Communication Technology,"Explore new ways of producing, processing, and analysing real-time and micro batch data.",60000-80000
650,Lead Intelligence Analyst,/job/55256766?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,New Zealand Police,"INTELL6H $92,269.00 - $113,838.00",Waikato,,Consulting & Strategy,Lead Intelligence Analyst,60000-80000
651,Data Reporting Analyst / BI Consultant,/job/55193447?type=standard#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Inhouse BI,,Wellington,,Information & Communication Technology,Looking for a skilled data and reporting person looking to extend their skills and deliver high quality results.,60000-80000
652,Data Excellence Analyst,/job/55185020?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Z Energy,,Wellington,"['Do you have a passion for ensuring data can be easily used for decision making?', 'Use your data analysis skills to identify and drive data quality improvements', 'Work within an agile, fun and collaborative team culture']",Information & Communication Technology,Support the implementation of our data excellence framework. Work within an organisation that really values and utilises data.,60000-80000
653,Business Intelligence / Reporting Analyst,/job/55218916?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Momentum Consulting Group,,Auckland,"['Deliver BI Solutions to a leading brand', 'Learning and development opportunity', 'CBD and South Auckland location but with great WFH options']",Information & Communication Technology,An excellent opportunity to continue your career as a Business Intelligence / Reporting Analyst.  Ideal for someone with 1yr + experience.,60000-80000
654,Business Analyst/Application Support,/job/55318069?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Central Otago District Council,,Otago,"['We offer flexible working conditions', 'Easy access to Queenstown, Wanaka, lakes, ski fields and mounting biking trails', 'Leave the concrete jungle behind and come live in paradise.']",Information & Communication Technology,"Seeking an experienced Business Analyst with experience with government enterprise resource planning, business intelligence and reporting applications",60000-80000
655,Business Performance Analyst,/job/55267893?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,RealNZ,,Otago,"[""Join the team delivering Aotearoa's ultimate tourism experiences"", 'The perfect mix of tourism and crunching  numbers!', 'Full time permanent role']",Accounting,If you are a natural with numbers and have a background in financial planning and analysis then this one is for you!,60000-80000
656,Data Engineer (273),/job/55260260?type=standard#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Intergen,,Auckland,,Information & Communication Technology,Our Data & AI practice is growing and we are looking for our next great Data Engineer to join the team,60000-80000
657,BI Analyst,/job/55226627?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Rothbury Insurance Brokers,,Auckland,"['Great opportunity for a BI Analyst to join the team', 'Take ownership of daily, weekly and monthly projects', 'Awesome team with a great culture and lots of company benefits']",Information & Communication Technology,"Based in Auckland CBD, we have an exciting opportunity for a Management Information Systems BI Analyst to join our IT team!",60000-80000
658,Marketing Insights Analyst,/job/55279253?type=standout#searchRequestToken=ee8e510a-13ab-40af-92d6-0b0709cb3283,Tribe (New Zealand) Limited,,Auckland,"['North Shore based – soon to move to the heart of Takapuna', 'Fantastic growth potential in a dedicated team', 'Great perks and benefits']",Marketing & Communications,Bring both your analytics and research nous to this exciting role! Read on to find out more!,60000-80000
661,Search Engine Optimisation Specialist - 6-12mth Fixed Term contracts available,/job/55279627?type=promoted#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,ReachLocal,,Auckland,"['Globally recognised digital agency', 'Competitive package on offer', 'Extraordinary onboarding & training provided']",Marketing & Communications,We're growing and on the hunt for talented savvy SEO specialists to join our extraordinary and supportive team for immed / early Jan'22 start.,60000-80000
663,BI Analyst/Developer,/job/55238324?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,Northpower Ltd,,Northland,"['1 year fixed term contract', 'Are you an experienced BI Analyst?', 'Enjoy a competitive salary and flexible working options']",Information & Communication Technology,Opportunity to bring your strong skillset to join a collaborative team responsible for creating and enhancing the central repository of information,60000-80000
664,Salesforce Platform and Data Specialist - Tauranga,/job/55305826?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,Trustpower Mercury,,Bay of Plenty,"['Flexible working and work from home options', 'An opportunity to work with a team of like-minded individuals', 'On-going learning and development opportunities']",Information & Communication Technology,Take charge of your career with this exciting new role in the Trustpower Retail Markets team!,60000-80000
665,Pricing Analyst,/job/55279434?type=standard#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,DHL Express,,Auckland,,Sales,Start your new career with the worlds most international company! We have an exciting opportunity for a Pricing Analyst.,60000-80000
666,Data Scientist | NEON,/job/55141765?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,SKY TV,,Auckland,"['Level up with unique challenges', 'Be part of a world-class, start-up-style team', 'Take our iconic brand into it’s exciting future']",Science & Technology,"Working with a dynamic bunch of digital gurus, deliver meaningful and compelling content through strong data science, analytics and insights",60000-80000
667,Senior Data Warehouse Developer,/job/55318790?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,Wellington Water Limited,,Wellington,"['Are you a passionate Data Warehouse Developer?', 'Do you excel in a busy, fast-paced and supportive environment?', 'Based at our Petone Office']",Information & Communication Technology,"You will manage the documentation, interpretation, storage, administration and configuration of data warehouse infrastructure and data schemas to supp",60000-80000
668,Analyst Developer - Data and AI,/job/55204463?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,Enlighten Designs Ltd,,Waikato,"['Exciting projects with a Data and AI focus', 'Innovative company', 'Huge growth opportunities']",Information & Communication Technology,"Due to exponential growth within both the NZ and US markets, we are looking for an Intermediate Developer to join our talented Data and AI Team.",60000-80000
670,Senior Analyst,/job/55259824?type=standout#searchRequestToken=e6e3cb00-dfb2-4f01-add2-1d692cb4b62f,TAS,,Wellington,"['Opportunity to apply your well-formed technical skills', 'Permanent, full time', 'Using (but not limited to) R, Power BI, SQL']",Consulting & Strategy,Do you have what it takes to be a health insights analyst in the changing and challenging healthcare environment?,60000-80000
